year	country	iso	ifs	pop	rgdpmad	rgdpbarro	rconsbarro	gdp	iy	cpi	ca	imports	exports	narrowm	money	stir	ltrate	hpnom	unemp	wage	debtgdp	revenue	expenditure	xrusd	tloans	tmort	thh	tbus	bdebt	lev	ltd	noncore	crisisJST	crisisJST_old	peg	peg_strict	peg_type	peg_base	JSTtrilemmaIV	eq_tr	housing_tr	bond_tr	bill_rate	rent_ipolated	housing_capgain_ipolated	housing_capgain	housing_rent_rtn	housing_rent_yd	eq_capgain	eq_dp	eq_capgain_interp	eq_tr_interp	eq_dp_interp	bond_rate	eq_div_rtn	capital_tr	risky_tr	safe_tr
1991	UK	GBR	112	57665.65	16155.29	71.53844	67.59	706.821	0.228682	107.5326	-8.818	114.857	103.939	18.6246	447.4673	10.82	9.989167	98.60627	8.5521	107.6974	0.28498	223.046	214.061	0.534559	566.747	255.7725	423.618	143.129	515.119	4.48	127.9917	71.52325	1	1	1	1	PEG	DEU	0	0.208054	0.018692	0.184824	0.1082			-0.01394	0.032629	0.03309	0.150528	0.05				0.099892	0.057526	0.086307	0.079096	0.146512
1992	UK	GBR	112	57866.35	16133.49	71.44231	67.7	732.295	0.21103	112.1152	-10.648	121.65	107.863	19.30214	462.9352	8.94	9.163333	94.77352	9.7772	114.027	0.33241	225.52	239.344	0.661376	573.264	274.2782	431.467	141.797	532.629	4.03	122.1489	73.63551	0	0	1	1	PEG	DEU	0.576	0.198887	-0.00279	0.200163	0.0894			-0.03887	0.036077	0.037536	0.148359	0.044				0.091633	0.050528	0.077721	0.068487	0.144781
1993	UK	GBR	112	58026.92	16458.3	72.86311	69.36	771.414	0.202617	114.9254	-9.648	136.11	122.229	20.34475	483.5037	5.21	7.6875	92.50871	10.3482	117.4135	0.37994	242.023	253.666	0.675128	581.788	290.8139	446.867	134.921	548.997	4.2	117.5277	73.06718	0	0	0	0	FLOAT	DEU	0	0.275481	0.016521	0.227906	0.0521			-0.0239	0.040418	0.041408	0.23354	0.034				0.076875	0.04194	0.129475	0.12784	0.140003
1994	UK	GBR	112	58212.52	17117.94	75.77531	71.07	812.289	0.19838	117.1992	-3.446	147.116	135.143	21.65998	506.3773	5.15	8.1775	94.77352	9.6502	121.6866	0.4079	261.337	264.812	0.64	598.45	308.9889	469.397	129.053	548.86	4.64	117.1103	73.61696	0	0	0	0	FLOAT	DEU	0	-0.0595	0.068197	-0.10413	0.0515			0.024482	0.043715	0.04267	-0.09567	0.04				0.081775	0.036173	0.009099	0.015357	-0.02632
1995	UK	GBR	112	58426.01	17585.53	77.7276	72.02	853.228	0.195796	120.3125	-5.28	168.0551	153.3526	22.84985	555.9452	6.33	8.243333	95.47038	8.6936	125.4787	0.43738	274.456	277.402	0.645161	637.681	323.6288	494.006	143.675	490.483	4.973249	113.6028	72.27259	0	0	0	0	FLOAT	DEU	0	0.23021	0.052433	0.175601	0.0633			0.007353	0.045079	0.04475	0.185173	0.038				0.082433	0.045037	0.130662	0.132758	0.119451
1996	UK	GBR	112	58618.66	18044	79.63596	74.61	911.191	0.201548	123.2004	-4.695	184.1126	167.764	24.41571	608.522	5.78	8.0325	93.36298	8.1916	129.9594	0.43846	294.401	285.09	0.588928	682.394	341.6329	518.618	163.751	493.755	5.192583	106.2161	71.83858	0	0	0	0	FLOAT	DEU	0	0.158099	0.02471	0.077644	0.0578			-0.02207	0.046784	0.04784	0.116779	0.037				0.080325	0.041321	0.085578	0.088966	0.067722
1997	UK	GBR	112	58808.27	19115.07	81.84937	76.99	952.585	0.189066	125.4483	-1.308	187.1351	171.5945	26.01345	680.1278	6.48	7.125833	98.94122	7.0722	135.525	0.43267	319.821	291.568	0.604668	699.787	361.3442	517.627	182.127	538.951	4.810121	102.5985	73.40335	0	0	0	0	FLOAT	DEU	0	0.235671	0.109211	0.167595	0.0648			0.059747	0.049463	0.046674	0.197356	0.032				0.071258	0.038315	0.165522	0.173866	0.116197
1998	UK	GBR	112	59035.65	19724.09	84.27762	79.63	998.318	0.192485	127.402	-3.548	185.243	163.482	27.54077	741.3339	6.82	5.532583	106.1287	6.2032	142.4205	0.40929	338.77	299.105	0.601142	743.652	381.4854	551.39	192.253	612.565	4.851582	103.2704	73.53389	0	0	0	0	FLOAT	DEU	0	0.13674	0.120767	0.211694	0.0682			0.072647	0.04812	0.044861	0.109014	0.025				0.055326	0.027725	0.130521	0.129102	0.139947
1999	UK	GBR	112	59293.32	20269.48	86.47355	83.04	1041.97	0.192347	129.0948	-25.143	194.577	165.451	30.7717	770.6917	5.04	4.846083	113.6657	6.0429	149.2784	0.39431	364.908	307.693	0.618659	804.527	411.1707	600.939	203.609	721.896	4.833876	108.8011	73.23328	0	0	0	0	FLOAT	DEU	0	0.23799	0.117245	-0.04148	0.0504			0.071017	0.046228	0.043163	0.212527	0.021				0.048461	0.025463	0.163921	0.183396	0.004462
2000	UK	GBR	112	59522.47	21045.72	89.42699	86.41	1098.5	0.191331	130.123	-24.482	220.728	186.156	32.21215	831.569	5.8	4.912917	129.0796	5.5616	153.5327	0.36734	371.824	352.95	0.670151	891.539	442.5931	663.886	227.632	799.567	5.713825	109.3485	74.59123	0	0	0	0	FLOAT	DEU	0	-0.0594	0.180197	0.097945	0.058			0.135608	0.044589	0.039265	-0.07965	0.022				0.049129	0.020248	0.059861	0.057795	0.077972
2001	UK	GBR	112	59723.24	21567.35	91.24614	88.8	1142.023	0.186807	131.7281	-22.173	225.705	188.168	34.84386	884.8511	4.76	5.054333	142.231	4.6955	161.381	0.33999	383.865	377.093	0.689465	979.148	483.9347	732.614	246.568	871.272	5.558822	109.6156	74.86079	0	0	0	0	FLOAT	DEU	0	-0.1322	0.142503	0.029549	0.0476			0.101883	0.04062	0.036865	-0.15419	0.026				0.050543	0.021991	0.024222	0.022635	0.038574
2002	UK	GBR	112	59912.43	22008.01	92.83051	91.72	1190.336	0.186605	133.3864	-22.221	225.105	185.577	37.031	944.9553	3.86	5.04675	167.9425	5.0369	166.7767	0.34215	388.594	408.201	0.620424	1090.4	546.1413	826.647	263.763	932.224	5.220987	116.7686	75.5068	0	0	0	0	FLOAT	DEU	0	-0.2226	0.218594	0.102087	0.0386			0.180769	0.037825	0.032034	-0.24962	0.036				0.050467	0.027014	0.064213	0.063456	0.070343
2003	UK	GBR	112	60094.65	22762.77	95.11928	94.19	1259.97	0.181926	135.2026	-19.196	233.501	186.66	39.84424	1006.433	3.56	4.884833	199.7801	4.807	171.6819	0.35398	410.383	448.796	0.560318	1193.615	621.6383	916.161	277.406	933.286	5.228961	117.467	77.05176	0	0	0	0	FLOAT	DEU	0	0.201757	0.222094	0.021114	0.0356			0.189577	0.032517	0.027335	0.165623	0.031				0.048848	0.036134	0.196085	0.215067	0.028357
2004	UK	GBR	112	60270.71	23306.56	97.94024	97.2	1322.795	0.18106	137.0191	-22.1275	249.298	188.557	42.18297	1079.428	4.44	4.773583	230.0182	4.5942	179.5302	0.38391	447.869	483.501	0.517759	1308.052	696.2057	1015.494	292.565	976.129	4.913371	115.9645	77.67348	0	0	0	0	FLOAT	DEU	0	0.12595	0.1793	0.066381	0.0444			0.151356	0.027944	0.02427	0.092095	0.031				0.047736	0.033855	0.15025	0.161302	0.05539
2005	UK	GBR	112	60441.46	23810.43	100	98.34	1399.656	0.180031	139.8375	-16.1513	268.946	209.716	43.64542	1185.56	4.55	4.43875	243.2178	4.7503	187.3785	0.39592	482.283	520.173	0.580754	1425.522	762.9796	1062.387	363.017	1167.207	3.878981	110.8885	78.71476	0	0	0	0	FLOAT	DEU	0	0.216436	0.082483	0.085014	0.0455			0.057387	0.025096	0.023734	0.181006	0.03				0.044388	0.03543	0.123714	0.130182	0.065257
2006	UK	GBR	112	60609.15	24285.28	101.9417	100	1476.722	0.181609	143.0939	-31.2692	304.335	245.384	45.84563	1304.358	4.65	4.241083	255.0114	5.3497	196.2079	0.40516	509.973	549.137	0.509424	1592.527	846.6403	1164.318	428.067	1265.893	3.952367	106.0642	78.42661	0	0	0	0	FLOAT	DEU	0	0.164316	0.072914	-0.00502	0.0465			0.048487	0.024427	0.023297	0.131503	0.029				0.042411	0.032814	0.097694	0.106433	0.02074
2007	UK	GBR	112	60776.24	25002.12	103.5388	101.73	1552.47	0.184846	146.4178	-36.3498	312.487	220.938	48.5842	1442.989	5.53	4.632083	276.0477	5.262	206.0183	0.41547	540.524	578.777	0.499151	1763.498	925.0262	1267.252	495.739	1312.428	3.407609	105.8095	78.13765	1	1	0	0	FLOAT	DEU	0	0.050815	0.10657	0.062061	0.0553			0.082494	0.024076	0.022241	0.020209	0.03				0.046321	0.030606	0.084462	0.087428	0.058681
2008	UK	GBR	112	60943.91	24602.13	102.4407	101.75	1598.752	0.179445	151.6916	-62.9823	343.052	249.514	52.08833	1496.955	4.32	4.591417	266.163	5.615	213.8666	0.49327	568.287	644.731	0.685965	1843.045	978.0976	1335.868	507.025	1481.898	2.681674	97.2527	77.76792	0	0	0	0	FLOAT	DEU	0	-0.29751	-0.01276	0.159729	0.0432			-0.03581	0.023053	0.023909	-0.32776	0.045				0.045914	0.030251	-0.05777	-0.08112	0.101465
2009	UK	GBR	112	61067.49	23489.36	97.48616	97.82	1557.12	0.161307	154.9762	-51.5965	309.438	225.844	55.71461	1518.131	0.53	4.545	239.8008	7.5373	213.3761	0.63193	519.325	666.777	0.617475	1840.727	1000.944	1347.335	493.374	1459.269	4.523078	95.56864	75.38983	0	0	0	0	FLOAT	DEU	0	0.28952	-0.07465	-0.01516	0.0053			-0.09904	0.02439	0.027071	0.249534	0.032				0.04545	0.039985	0.034545	0.041666	-0.00493
2010	UK	GBR	112	61556.93	23777.16	98.73109	98.01847	1612.195	0.160552	160.0876	-49.9314	362.383	262.895	57.89951	1556.035	0.5	4.2379	253.6094	7.7866	218.2813	0.74273	554.36	699.95	0.638774	1670.13	1014.429	1221.319	449.167	1414.484	4.903719	101.9265	74.27388	0	0	0	0	FLOAT	DEU	0	0.141579	0.085035	0.101185	0.005			0.057581	0.027454	0.025959	0.109407	0.029				0.042379	0.032173	0.095319	0.104137	0.053093
2011	UK	GBR	112	62071.87	23967.74	99.21223	97.15689	1669.509	0.161206	167.2334	-30.0652	397.006	295.865	61.01739	1577.787	0.48	3.8322	248.7791	8.0377	223.1865	0.79975	580.564	701.12	0.646789	1643.496	1025.855	1218.891	424.041	1463.31	4.87196	101.8471	75.74041	0	0	0	0	FLOAT	DEU	0	-0.03427	0.007562	0.184079	0.0048			-0.01905	0.026607	0.027124	-0.06693	0.035				0.038322	0.032657	0.013108	-0.00546	0.094439
2012	UK	GBR	112	62483.81	24150.28	99.93404	98.14007	1721.355	0.162392	171.9632	-59.8606	403.976	296.117	63.5643	1660.13	0.313	2.8646	249.5271	7.8846	226.1296	0.83161	601.053	732.661	0.633714	1628.243	1036.601	1220.389	406.923	1539.743	5.097534	102.9315	74.80616	0	0	0	0	FLOAT	DEU	0	0.121456	0.031037	0.038486	0.00313			0.003007	0.028031	0.027947	0.082486	0.036				0.028646	0.03897	0.052585	0.060064	0.020808
2013	UK	GBR	112	62877.13	24523.88	101.4371	100.0526	1793.155	0.164659	176.3737	-87.094	413.303	300.651	66.61022	1722.147	0.302	3.1912	258.3767	7.5242	228.5822	0.84156	626.691	722.525	0.607238	1615.18	1049.764	1223.055	394.904	1532.67	5.470174	99.18417	73.03531	0	0	0	0	FLOAT	DEU	0	0.205382	0.064106	-0.06127	0.00302			0.035466	0.02864	0.027659	0.166875	0.033				0.031912	0.038507	0.08651	0.113112	-0.02913
2014	UK	GBR	112	63358.71	25034.19	103.5753	101.6411	1876.162	0.171533	178.9506	-90.8962	409.007	287.963	70.40412	1797.282	0.38	3.0986	278.7749	6.1096	231.5253	0.86061	640.648	745.695	0.640697	1625.972	1076.945	1253.125	372.738	1477.572	5.553087	95.43706	71.51346	0	0	0	0	FLOAT	DEU	0	0.011954	0.128261	0.155964	0.0038			0.099962	0.0283	0.025728	-0.02132	0.034				0.030986	0.033275	0.087567	0.089435	0.079882
2015	UK	GBR	112	63861.88	25423.86	105.1861	103.8745	1935.212	0.172854	179.0223	-96.4428	399.08	279.632	74.24507	1866.046	0.44	2.4087	295.6256	5.3003	236.4305	0.8672	664.659	750.348	0.674809	1661.64	1110.176	1292.166	369.375	1471.334	6.19642	96.67933	70.44191	0	0	0	0	FLOAT	DEU	0	0.010999	0.093225	0.007676	0.0044			0.066756	0.026469	0.024813	-0.02507	0.037				0.024087	0.036072	0.054421	0.066516	0.006038
2016	UK	GBR	112	64389.57	25649.81	106.19	106.5967	2016.638	0.176127	180.2033	-108.393	426.8062	292.0934	80.396	2000.228	0.32	1.9061	316.3193	4.8097	242.3168	0.86775	699.712	759.29	0.812876	1719.569	1155.301	1343.13	376.167	1608.042	6.333213	94.99913	72.09615	0	0	0	0	FLOAT	DEU	0	0.1541	0.095054	0.071265	0.002024			0.069751	0.025303	0.023653	0.1084	0.041231				0.013052	0.0457	0.102151	0.130764	0.036645
2017	UK	GBR	112	64774.05	25941.3	107.3065	107.0755	2097.143	0.180189	185.0688	-77.9715	468.4078	327.7057	89.23956	2097.374	0.29	1.8237	330.5094	4.33	248.203	0.86314	739.861	780.118	0.74011	1758.358	1204.67	1394.487	363.871	1727.902	6.267202	93.45943	72.5051	0	0	0	0	FLOAT	DEU	0	0.1407	0.069367	0.037439	0.004123			0.045419	0.023948	0.022907	0.0969	0.039931				0.012358	0.0438	0.081723	0.110188	0.020781
2018	UK	GBR	112	65162.46	26109.67	107.9943	107.9473	2174.38	0.177735	189.6955	-78.8608	483.0143	339923.6	96.37872	2154.778	0.6	1.8363	341.3334	4	255.0703	0.85775	764.015	804.258	0.787681	1840.975	1246.17	1435.871	405.104	1761.048	6.539822	96.24737	72.06842	0	0	0	0	FLOAT	DEU	0	-0.0955	0.055219	0.02233	0.006998			0.03213	0.023089	0.02237	-0.1321	0.042171				0.014607	0.0366	-0.0105	-0.02352	0.014664
2019	UK	GBR	112	65516.54	26341.03	108.8588	108.521	2255.283	0.177188	193.11	-68.6385	487.6052	347419.7	95.41494	2237.762	0	1.3085	344.5732	3.74	263.8996	0.85243	789.337	830.452	0.762108	1891.344	1289.753	1474.749	416.595	1730.35	6.2038	95.89707	70.87335	0	0	0	0	FLOAT	DEU	0	0.1838	0.03272	0.057202	0.007098			0.010095	0.022625	0.022399	0.1291	0.048446				0.009358	0.0547	0.088431	0.115673	0.03215
2020	UK	GBR	112	65795.1	23646.77	97.64762	96.12148	2152.646	0.171062	194.848	-78.42	422.745	296415.7	183.1967	2547.679	0	0.7393	354.34	4.472	268.8048	1.0447	755.817	1035.089	0.745156	1967.023	1328.254	1509.408	457.615	1828.866	5.828185	87.57924	69.16151	0	0	0	0	FLOAT	DEU	0	-0.0944	0.051146	0.057524	0.000394			0.028345	0.022802	0.022173	-0.1214	0.030731				0.003744	0.027			0.028959
1870	Ireland	IRL	178																																																							
1871	Ireland	IRL	178																																																							
1872	Ireland	IRL	178																																																							
1873	Ireland	IRL	178																																																							
1874	Ireland	IRL	178																																																							
1875	Ireland	IRL	178																																																							
1876	Ireland	IRL	178																																																							
1877	Ireland	IRL	178																																																							
1878	Ireland	IRL	178																																																							
1879	Ireland	IRL	178																																																							
1880	Ireland	IRL	178																																																							
1881	Ireland	IRL	178																																																							
1882	Ireland	IRL	178																																																							
1883	Ireland	IRL	178																																																							
1884	Ireland	IRL	178																																																							
1885	Ireland	IRL	178																																																							
1886	Ireland	IRL	178																																																							
1887	Ireland	IRL	178																																																							
1888	Ireland	IRL	178																																																							
1889	Ireland	IRL	178																																																							
1890	Ireland	IRL	178																																																							
1891	Ireland	IRL	178																																																							
1892	Ireland	IRL	178																																																							
1893	Ireland	IRL	178																																																							
1894	Ireland	IRL	178																																																							
1895	Ireland	IRL	178																																																							
1896	Ireland	IRL	178																																																							
1897	Ireland	IRL	178																																																							
1898	Ireland	IRL	178																																																							
1899	Ireland	IRL	178																																																							
1900	Ireland	IRL	178																																																							
1901	Ireland	IRL	178																																																							
1902	Ireland	IRL	178																																																							
1903	Ireland	IRL	178																																																							
1904	Ireland	IRL	178																																																							
1905	Ireland	IRL	178																																																							
1906	Ireland	IRL	178																																																							
1907	Ireland	IRL	178																																																							
1908	Ireland	IRL	178																																																							
1909	Ireland	IRL	178																																																							
1910	Ireland	IRL	178																																																							
1911	Ireland	IRL	178																																																							
1912	Ireland	IRL	178																																																							
1913	Ireland	IRL	178																																																							
1914	Ireland	IRL	178																																																							
1915	Ireland	IRL	178																																																							
1916	Ireland	IRL	178																																																							
1917	Ireland	IRL	178																																																							
1918	Ireland	IRL	178																																																							
1919	Ireland	IRL	178																																																							
1920	Ireland	IRL	178											81.17003	256.9325	6.38								0.296543									0		1	1	PEG	GBR																				
1921	Ireland	IRL	178	3102.269										82.98756	262.6856	5.19								0.282308									0		1	1	PEG	GBR																				
1922	Ireland	IRL	178	3008.079	2351.092	8.174082		132.8412		3.353191				81.63408	258.4014	2.63	4.615				0.104941			0.245362									0		1	1	PEG	GBR																				
1923	Ireland	IRL	178	3020.103	2320.447	8.067537		131.2468		3.281846				75.44675	238.8162	2.71	4.575				0.194145			0.237539									0		1	1	PEG	GBR																				
1924	Ireland	IRL	178	3011.085	2322.334	8.0741		131.2188		3.317519				72.45831	230.1687	3.44	5.466593				0.189336			0.246014									0		1	1	PEG	GBR																				
1925	Ireland	IRL	178	2991.045	2341.364	8.14026		131.8003		3.388863				68.45839	218.0621	4.14	5.30459				0.228364			0.225042									0		1	1	PEG	GBR																				
1926	Ireland	IRL	178	2977.016	2357.557	8.196561		131.3451		3.299683				65.7458	209.847	4.46	5.155503				0.252954			0.22363									0		1	1	PEG	GBR																				
1927	Ireland	IRL	178	2962.988	2899.32	10.08012		134.5774		3.121321				65.60787	209.7028	4.24	5.173123				0.287			0.223521									0		1	1	PEG	GBR																				
1928	Ireland	IRL	178	2949.962	3004.759	10.4467		138.9789		3.103485				58.84939	188.9487	4.16	5.130995				0.286916			0.223304									0		1	1	PEG	GBR																				
1929	Ireland	IRL	178	2942.947	3107.798	10.80493		143.5317		3.139157				64.41249	206.5321	5.26	4.984322				0.292161			0.223738									0		1	1	PEG	GBR																				
1930	Ireland	IRL	178	2932.927	3199.378	11.12333		146.8164		3.049977				64.36652	206.6762	2.56	4.713108				0.309119			0.223521									0		1	1	PEG	GBR																				
1931	Ireland	IRL	178	2938.939	3274.913	11.38595		149.5513		2.853779				63.72285	205.0908	3.61	4.738333				0.321354			0.239603									0		1	1	PEG	GBR																				
1932	Ireland	IRL	178	2954.972	3161.859	10.99289		144.9013		2.800271				67.67679	218.2063	1.87	4.28906				0.327621			0.309909	114.2147								0		1	1	PEG	GBR																				
1933	Ireland	IRL	178	2967.998	3054.752	10.62051		140.356		2.693254				64.73432	209.847	0.69	4.226638				0.381704			0.256446	112.3996								0		1	1	PEG	GBR																				
1934	Ireland	IRL	178	2977.016	3133.447	10.89411		152.4744		2.711091				70.1444	200.424	0.82	4.180582				0.348406			0.215697	117.4295								0		1	1	PEG	GBR																				
1935	Ireland	IRL	178	2977.016	3223.578	11.20747		156.7971		2.782435				69.39818	194.89	0.58	3.920707				0.337734			0.221674	116.6561								0		1	1	PEG	GBR																				
1936	Ireland	IRL	178	2973.008	3319.908	11.54238		159.1016		2.853779				72.00994	196.3857	0.6	3.76055				0.33639			0.218631	117.4245								0		1	1	PEG	GBR																				
1937	Ireland	IRL	178	2953.97	3234.301	11.24475		165.0933		3.032141				74.43514	197.4326	0.59	3.835629				0.327374			0.219826	124.649								0		1	1	PEG	GBR																				
1938	Ireland	IRL	178	2942.947	3348.972	11.64343	18.46876	168.2274	0.085598	3.085649	2	41.4	24.2	76.48724	194.4412	0.63	3.913619				0.392907	38.99868	38.44041	0.222217	124.649								0		1	1	PEG	GBR																				
1939	Ireland	IRL	178	2939.941	3393.34	11.79768	19.58495	178.7961		3.17483	-0.5	43.4	26.9	77.60657	196.2361	1.22	4.142538				0.388315			0.245036	127.1878								0		1	1	PEG	GBR																				
1940	Ireland	IRL	178	2963.99	3214.285	11.17516	18.14095	195.1394		3.656405	2.3	46.8	33	88.42671	212.3897	1.04	3.918236				0.356642			0.283721	129.9777								0		1	1	PEG	GBR																				
1941	Ireland	IRL	178	2999.061	3122.246	10.85517	16.77811	212.5723		4.030964	14.3	29.5	31.8	98.12753	228.5432	1.03	3.490975				0.362817			0.269486	123.9433								0		1	1	PEG	GBR																				
1942	Ireland	IRL	178	2969	3180.808	11.05877	16.14858	235.344		4.45903	26.1	34.6	32.7	118.8351	254.718	1.03	3.445279				0.334894			0.269268	126.7287								0		1	1	PEG	GBR																				
1943	Ireland	IRL	178	2951.966	3302.445	11.48167	15.75872	262.9098		5.01195	32.4	26.4	27.8	135.998	284.1834	1.03	3.214366			1.075878	0.300432			0.269268	120.1609								0		1	1	PEG	GBR																				
1944	Ireland	IRL	178	2949.962	3345.363	11.63088	15.39822	274.568	0.035328	5.261656	32.6	28.5	29.9	155.7728	317.3879	1.03	3.470249			1.141557	0.290295	55.79132	56.40215	0.269268	125.9018								0		1	1	PEG	GBR																				
1945	Ireland	IRL	178	2957.978	3553.196	12.35346	16.49784	299.7746	0.044367	5.24382	34.6	41.1	35.5	171.8165	349.0968	0.95	3.480908	2.230475		1.179088	0.27202	61.31521	61.55042	0.269594	124.1013								0		1	1	PEG	GBR																				
1946	Ireland	IRL	178	2962.988	3687.142	12.81915	17.87252	313.5138	0.090586	5.172475	19.7	72	39	189.9122	380.357	0.53	3.239177	2.841527		1.282297	0.277005	65.07146	60.52077	0.362212	141.4682								0		1	1	PEG	GBR																				
1947	Ireland	IRL	178	2980.022	3686.857	12.81816	20.16967	344.1296	0.112612	5.475689	-29.8	150	120.2	206.7021	406.3822	0.53	3.790314	3.706101		1.516863	0.264241	77.2	75.4	0.434654	203.2304								0		1	1	PEG	GBR																				
1948	Ireland	IRL	178	2991.045	3866.848	13.44394	20.57451	380.8684	0.132113	5.654051	-19.6	154.6	135	212.2987	414.7581	0.56	3.714515	3.870564		1.676368	0.262239	84.9	84.7	0.358626	220.7766		47.93166	172.845	172.845				0		1	1	PEG	GBR																				
1949	Ireland	IRL	178	2987.036	4070.583	14.15227	21.28968	409.8543	0.162392	5.671887	-9.7	148.2	138.5	231.3273	431.3604	0.6	3.523479	3.204341		1.754557	0.318513	89.9	84.5	0.45657	228.5966		48.21861	180.378	180.378				0		1	1	PEG	GBR																				
1950	Ireland	IRL	178	2969	4140.314	14.3947	21.95648	416.3739	0.192055	5.743231	-30.2	179.1	148.9	241.0281	446.3174	0.67	3.660569	2.995932		1.801471	0.385218	93.1	88.7	0.431205	253.6157		59.62026	193.9954	193.9954				0		1	1	PEG	GBR																				
1951	Ireland	IRL	178	2960.6	4240.74	14.74386	22.02876	438.3996	0.218888	6.20697	-61.6	226.6	165	258.933	464.1826	0.92	3.798804	3.174489		2.022059	0.383956	100.6	104.3	0.454659	291.3776		54.82335	236.5543	236.5543				0		1	1	PEG	GBR																				
1952	Ireland	IRL	178	2952.9	4385.163	15.24597	21.22557	503.86	0.199729	6.742054	-8.9	195.9	187	270.345	474.2802	2.7	4.577554	3.241591		2.169118	0.391973	114.4	108	0.410051	281.3008		53.42598	227.8749	227.8749				0		1	1	PEG	USA																				
1953	Ireland	IRL	178	2949	4508.606	15.67515	21.94506	554.6072	0.181231	7.098776	-7	205.2	198.2	285.6921	503.9519	2.78	4.515914	2.946838		2.316176	0.413051	121.9	115.8	0.403954	290.5841		53.84708	236.737	236.737				0		1	1	PEG	USA																				
1954	Ireland	IRL	178	2941.2	4559.616	15.85249	22.33481	557.3384	0.19138	7.12018	-5.5	202.7	197.2	299.6619	523.8365	1.84	4.393292	2.837747		2.352941	0.454246	125.8	120.8	0.405461	315.0618		57.15814	257.9037	257.9037				0		1	1	PEG	USA																				
1955	Ireland	IRL	178	2920.9	4706.067	16.36167	23.64337	584.0335	0.194639	7.305675	-35.5	232.7	197.2	304.384	523.8365	3.75	4.692624	2.720196		2.463235	0.464049	131.6	126.2	0.400973	346.0478		56.88808	289.1598	289.1598				0		1	1	PEG	USA																				
1956	Ireland	IRL	178	2898.5	4684.207	16.28566	23.19909	593.02	0.190445	7.616024	-14.4	208.9	194.5	304.384	522.9044	5.05	5.676584	2.660166		2.647059	0.507154	138.9	134.2	0.39009	349.0026		59.88534	289.1173	289.1173				0		1	1	PEG	USA																				
1957	Ireland	IRL	178	2885.3	4721.073	16.41384	22.84946	614.0766	0.160475	7.92994	9.2	208.2	217.4	325.6339	533.9342	4.98	5.57074	2.543202		2.683824	0.53312	145.2	136.2	0.380022	364.4072		60.02256	304.3847	304.3846				0		1	1	PEG	USA																				
1958	Ireland	IRL	178	2852.7	5021.818	17.45944	23.78391	635.9261	0.155348	8.281311	-1	222.1	221.1	324.0598	558.4793	4.75	5.406285	2.546082		2.830882	0.535847	148.9	138.1	0.387738	372.3024		61.88442	310.418	310.418				0		1	1	PEG	USA																				
1959	Ireland	IRL	178	2845.6	5300.877	18.42965	24.05009	679.7132	0.150046	8.283095	-8.7	238.2	229.5	335.8653	576.9659	3.49	5.038821	2.696609		2.977941	0.553948	153.2	144.5	0.388084	410.4096	25.46031	65.07641	345.3332	345.3332				0		1	1	PEG	USA																				
1960	Ireland	IRL	178	2832.1	5563.592	19.34304	25.44873	710.9897	0.157635	8.318767	-0.8	235.2	201	399.418	641.591	5.05	5.520162	2.951506	6.052662	3.125	0.565886	159	158.7	0.387558	447.4789	27.88309	73.53749	373.9414	373.9414				0		1	1	PEG	USA																				
1961	Ireland	IRL	178	2818.3	5851.58	20.34429	26.2872	765.6134	0.17724	8.548853	1.2	270.3	235.3	430.8992	691.3027	5.28	5.923717	3.470894	5.627914	3.345588	0.569927	177.6	179	0.386965	471.8869	29.74159	75.52305	396.3638	396.3638				0		1	1	PEG	USA																				
1962	Ireland	IRL	178	2830.1	6002.452	20.86883	27.11558	828.1664	0.194158	8.91271	-13.4	286.3	237.3	474.1859	748.7818	4.41	5.709396	4.007129	5.521727	3.786765	0.574655	188.1	189.7	0.387738	516.2261	33.7771	86.31769	429.9084	429.9084				0		1	1	PEG	USA																				
1963	Ireland	IRL	178	2850	6220.612	21.62731	28.03413	890.7194	0.206351	9.132094	-22.1	322.7	265.5	546.9862	806.2609	3.98	5.59291	4.718395	5.734101	3.933824	0.578298	210.2	207	0.388556	558.9101	41.21639	98.81069	460.0994	460.0995				0		1	1	PEG	USA																				
1964	Ireland	IRL	178	2863.8	6496.284	22.58574	29.09594	1013.182	0.212859	9.745657	-31.4	369.2	300.7	564.6944	845.0981	6.81	5.899772	5.367903	5.521727	4.375	0.559128	245.9	243.2	0.389461	640.8585	50.66652	116.6587	524.1998	524.1998				0		1	1	PEG	USA																				
1965	Ireland	IRL	178	2875.8	6574.074	22.8562	29.09759	1079.259	0.228096	10.23615	-41.8	420.5	333.8	586.3377	888.5958	5.88	6.339837	6.089946	5.309353	4.558824	0.590305	272.2	269.2	0.387697	650.9821	57.27787	117.2699	533.7123	533.7123				0		1	1	PEG	USA																				
1966	Ireland	IRL	178	2884	6625.559	23.0352	29.49285	1137.407	0.216327	10.54115	-16.1	436.3	376.3	619.7865	963.1633	6.87	6.944587	6.321743	5.41554	5	0.600395	308.8	293.3	0.389447	687.8461	65.38372	118.505	569.3411	569.3411				0		1	1	PEG	USA																				
1967	Ireland	IRL	178	2899.7	6915.001	24.04151	30.34178	1242.25	0.218768	10.87112	15.2	451.4	417.7	670.9435	1076.568	7.78	6.915812	6.569011	5.840288	5.404412	0.58409	344.6	327.7	0.45158	738.6312	76.11058	135.7721	602.8591	602.8591				0		1	1	PEG	USA																				
