year	country	iso	ifs	pop	rgdpmad	rgdpbarro	rconsbarro	gdp	iy	cpi	ca	imports	exports	narrowm	money	stir	ltrate	hpnom	unemp	wage	debtgdp	revenue	expenditure	xrusd	tloans	tmort	thh	tbus	bdebt	lev	ltd	noncore	crisisJST	crisisJST_old	peg	peg_strict	peg_type	peg_base	JSTtrilemmaIV	eq_tr	housing_tr	bond_tr	bill_rate	rent_ipolated	housing_capgain_ipolated	housing_capgain	housing_rent_rtn	housing_rent_yd	eq_capgain	eq_dp	eq_capgain_interp	eq_tr_interp	eq_dp_interp	bond_rate	eq_div_rtn	capital_tr	risky_tr	safe_tr
1870	Australia	AUS	193	1775	3273.239	13.83616	21.44973	208.78	0.109266	2.708333	-6.14759	36	37	23.3	54.3	4.88	4.911817	0.492253		0.448118	0.172568			0.366946	54.792	1.68				25.01666	119.832	32.92877	0	0	1	1	PEG	GBR		-0.0049			0.0488						-0.07005	0.071417				0.049118	0.066415			
1871	Australia	AUS	193	1675	3298.507	13.93686	19.9308	211.56	0.104579	2.666667	5.260774	34	46	27.2	59.5	4.6	4.844633	0.469877		0.439417	0.191799			0.369146	53.748	1.766				23.983	107.0379	30.21366	0	0	1	1	PEG	GBR	-0.42	0.110193			0.046			-0.04546			0.041654	0.065466				0.048446	0.068193			
1872	Australia	AUS	193	1722	3553.426	15.04425	21.08501	227.4	0.130438	2.541667	7.867636	38	53	36.2	68.5	4.6	4.73735	0.484794		0.452469	0.15492			0.369239	55.822	1.47				22.44565	94.90955	26.86041	0	0	1	1	PEG	GBR	1.27	0.176749			0.046			0.031747			0.108945	0.062997				0.047373	0.069861			
1873	Australia	AUS	193	1769	3823.629	16.21944	23.25491	266.54	0.124986	2.541667	-11.0478	49	50	38.6	73.7	4.4	4.671958	0.469877		0.491625	0.142692			0.362405	65.38	1.364				21.005	101.7081	28.64502	0	0	1	1	PEG	GBR	0.59	0.151686			0.044			-0.03077			0.083086	0.064484				0.04672	0.069842			
1874	Australia	AUS	193	1822	3834.797	16.26823	23.45805	287.58	0.14196	2.666667	-5.56396	49	54	37.9	79.3	4.5	4.653317	0.566836		0.509028	0.194322			0.372223	71.478	1.434				20.97437	102.0793	28.29805	0	0	1	1	PEG	GBR	-1.08	0.191481			0.045			0.20635			0.119389	0.063503				0.046533	0.071085			
1875	Australia	AUS	193	1874	4138.207	17.59211	25.66951	300.74	0.160564	2.75	-7.90874	50	52	37.5	88.5	4.6	4.507325	0.566836		0.52208	0.233687			0.360926	79.954	1.564				19.60018	101.9093	28.04975	0	0	1	1	PEG	GBR	-0.51	0.124408			0.046			0			0.057059	0.063643				0.045073	0.067274			
1876	Australia	AUS	193	1929	4007.258	17.01903	24.80616	311.26	0.167878	2.791667	-6.95211	48	51	38.2	95.8	4.6	4.565908	0.522086		0.535132	0.158506			0.372022	86.206	1.86				18.56885	100.6868	28.12699	0	0	1	1	PEG	GBR	-1.01	0.118815			0.046			-0.07895			0.054104	0.060223				0.045659	0.063481			
1877	Australia	AUS	193	1995	4036.09	17.14565	25.21706	313.66	0.209934	2.875	-14.6248	52	51	40.2	105.7	4.5	4.38885	0.522086		0.539482	0.176092			0.399911	101.036	2.42				18.7411	106.3067	24.98303	0	0	1	1	PEG	GBR	0.45	0.136591			0.045			0			0.074442	0.057305				0.043889	0.061571			
1878	Australia	AUS	193	2062	4277.401	18.20526	26.56055	324.3	0.181141	2.833333	-16.3359	52	50	38.7	106.2	4.8	4.4428	0.589211		0.530781	0.172852			0.412573	106.648	2.754				19.20431	112.3225	27.42421	0	0	1	1	PEG	GBR	0.89	-0.07894			0.048			0.128571			-0.13274	0.06448				0.044428	0.055922			
1879	Australia	AUS	193	2127	4204.984	17.88725	26.519	334.44	0.161509	2.75	-12.3327	48	44	37.2	108.3	4.9	4.60335	0.604128		0.535132	0.208934			0.415088	102.726	2.9				19.33445	105.5245	26.2314	0	0	1	1	PEG	GBR	-1.47	0.124136			0.049			0.025317			0.06007	0.060417				0.046034	0.064046			
1880	Australia	AUS	193	2197	4285.389	18.24059	25.66951	344.32	0.176472	2.666667	0.785789	46	59	44.6	114.8	4.7	4.409408	0.574295		0.556885	0.222212			0.412523	94.008	2.996				18.61498	90.80091	28.28406	0	0	1	1	PEG	GBR	0.56	0.114237			0.047			-0.04938			0.05415	0.056846				0.044094	0.059924			
1881	Australia	AUS	193	2269	4454.826	18.98542	27.78862	362.82	0.212346	2.625	-20.8488	58	54	57.3	134	4.7	3.7815	0.574295		0.561236	0.232202			0.415875	115.8	3.834				16.56422	93.84573	27.51081	0	0	1	1	PEG	GBR	0.54	0.072695			0.047			0			0.020002	0.0519				0.037815	0.052939			
1882	Australia	AUS	193	2348	4062.606	17.25567	26.85141	382.32	0.180527	2.666667	-30.3118	72	57	55.6	149.3	4.5	3.822092	0.598907		0.578638	0.23255			0.412437	144.204	4.328				15.99655	103.7977	25.78633	0	0	1	1	PEG	GBR	0.52	0.090304			0.045			0.042856			0.037007	0.050786				0.038221	0.052665			
1883	Australia	AUS	193	2447	4475.276	19.08238	28.61504	412.1	0.187123	2.958333	-26.8269	71	63	52.4	155.9	4.7	4.016817	0.62352		0.600392	0.24091			0.413176	156.068	4.946				16.1377	108.9495	28.74226	0	0	1	1	PEG	GBR	-0.35	0.287165			0.047			0.041097			0.219	0.055919				0.040168	0.068165			
1884	Australia	AUS	193	2556	4303.599	18.31771	28.03793	430.46	0.203506	3	-32.1199	74	55	56.6	171.9	4.9	3.996425	0.656337		0.604742	0.293268			0.413797	166.832	5.052				15.10638	104.5929	29.72004	0	0	1	1	PEG	GBR	-0.63	0.044			0.049			0.052632			-0.017	0.062055				0.039964	0.061			
1885	Australia	AUS	193	2650	4422.264	18.84139	28.85049	441.62	0.186215	3	-48.442	80	53	61.8	182.9	4.8	4.03225	0.689154		0.604742	0.312289			0.413095	184.046	5.428				14.56874	108.1885	31.55718	0	0	1	1	PEG	GBR	-0.27	0.113			0.048			0.05			0.047	0.063037				0.040323	0.066			
1886	Australia	AUS	193	2741	4329.442	18.43228	28.56425	452.9	0.218214	3	-44.0125	68	42	58.5	186.3	4.7	4.01905	0.730175		0.604742	0.342074			0.412125	191.218	5.9				14.80233	109.5918	31.62824	0	0	1	1	PEG	GBR	0	0.029			0.047			0.059524			-0.036	0.067427				0.04019	0.065			
1887	Australia	AUS	193	2835	4631.746	19.76355	30.28632	472.52	0.201994	2.916667	-30.083	59	48	66.3	199.7	4.6	3.575283	0.7794		0.609093	0.325023			0.414472	198.792	5.958				14.37542	105.9512	31.47334	0	0	1	1	PEG	GBR	0.27	0.282			0.046			0.067415			0.206	0.063018				0.035753	0.076			
1888	Australia	AUS	193	2932	4503.752	19.19868	28.91513	503.06	0.210911	2.791667	-43.7032	74	58	75.3	218.6	4.6	3.349642	0.853238		0.609093	0.328934			0.412903	230.834	6.888				13.59442	111.7927	33.09442	0	0	1	1	PEG	GBR	-0.02	0.262			0.046			0.094737			0.195	0.056067				0.033496	0.067			
1889	Australia	AUS	193	3022	4746.856	20.26679	30.12935	535.74	0.186122	2.791667	-41.2277	73	59	71.7	227.5	4.5	3.485658	0.943484		0.604742	0.321197			0.411774	247.648	8.418				13.84921	114.7039	33.36769	0	0	1	1	PEG	GBR	0.31	-0.011			0.045			0.105769			-0.068	0.061159				0.034857	0.057			
1890	Australia	AUS	193	3107	4457.676	18.99736	27.97791	552.72	0.169927	2.791667	-43.1893	72	56	74	236.5	4.3	3.55445	0.820421		0.600392	0.346874			0.41277	259.628	9.51				13.35334	115.3144	35.0271	0	0	1	1	PEG	GBR	0.97	0.014			0.043			-0.13043			-0.048	0.065126				0.035544	0.062			
1891	Australia	AUS	193	3196	4666.458	19.91264	28.50885	540.3	0.195449	2.75	-27.7308	75	79	69.5	238.7	4.3	3.577492	0.812217		0.600392	0.373381			0.413351	264.274	9.8				12.58297	116.2134	34.04603	0	0	1	1	PEG	GBR	-1.03	-0.104			0.043			-0.01			-0.159	0.065398				0.035775	0.055			
1892	Australia	AUS	193	3274	3995.418	16.97936	23.83201	495.7	0.136706	2.708333	-14.7067	60	69	67.1	240.6	4.3	3.652375	0.664541		0.59169	0.440705			0.412315	261.668	9.906				12.08248	114.107	33.45347	0	0	1	1	PEG	GBR	-1.2	0.063			0.043			-0.18182			-0.007	0.070493				0.036524	0.07			
1893	Australia	AUS	193	3334	3707.858	15.73493	20.78491	431.1	0.111523	2.625	3.633608	48	72	60.5	217.8	4.2	3.72025	0.541478		0.565586	0.517097			0.413171	235.184	9.802				13.86054	113.6319	33.14231	1	1	1	1	PEG	GBR	0.7	-0.049			0.042			-0.18518			-0.113	0.072153				0.037202	0.064			
1894	Australia	AUS	193	3395	3765.538	15.98412	20.7803	401.2	0.119461	2.458333	-0.18337	46	69	65	216.6	3.9	3.573975	0.46764		0.548184	0.548581			0.412412	223.326	9.632				14.63126	108.189	32.25891	0	0	1	1	PEG	GBR	-1.16	0.106			0.039			-0.13636			0.029	0.07483				0.03574	0.077			
1895	Australia	AUS	193	3460	3487.283	14.78038	19.25213	385.62	0.110825	2.291667	-12.0775	59	73	74.4	222.3	3.6	3.067908	0.410211		0.548184	0.600855			0.411043	207.882	9.262				15.05557	97.96051	28.98543	0	0	1	1	PEG	GBR	-0.17	0.201			0.036			-0.12281			0.126	0.066607				0.030679	0.075			
1896	Australia	AUS	193	3523	3684.928	15.63331	21.64826	400.82	0.129618	2.291667	-15.2139	64	76	81	226.4	3.3	2.661667	0.46764		0.552534	0.53442			0.41305	205.668	9.114				14.9817	95.14883	28.73966	0	0	1	1	PEG	GBR	0.67	0.017			0.033			0.139999			-0.037	0.056075				0.026617	0.054			
1897	Australia	AUS	193	3586	3419.967	14.48909	18.11178	417.8	0.10045	2.291667	-12.2111	63	82	80.2	222.5	3.1	2.5364	0.533274		0.561236	0.581306			0.412965	196.532	8.898				14.52444	92.39521	27.90439	0	0	1	1	PEG	GBR	0.31	0.085			0.031			0.140352			0.03	0.053398				0.025364	0.055			
1898	Australia	AUS	193	3642	3891.269	16.51701	22.02222	441.24	0.127002	2.25	-23.8015	83	88	79.2	219.7	3	2.644233	0.508661		0.561236	0.510976			0.416282	183.974	9.364				14.36831	88.67755	27.11611	0	0	1	1	PEG	GBR	0.88	0.155			0.03			-0.04615			0.097	0.052871				0.026442	0.058			
1899	Australia	AUS	193	3691	3839.61	16.29485	22.36848	477.6	0.127466	2.375	10.52843	69	104	88.5	233.2	3.1	2.649858	0.492253		0.565586	0.514194			0.415517	178.988	9.972				13.39423	79.96247	24.62437	0	0	1	1	PEG	GBR	0.52	0.121			0.031			-0.03226			0.067	0.050609				0.026499	0.054			
1900	Australia	AUS	193	3741	4013.365	17.04221	23.90588	492.42	0.121063	2.416667	-14.2625	85	98	89.8	243.2	3.1	2.932033	0.557886		0.569937	0.509085			0.415504	181.37	10.084				13.11091	77.65589	25.04284	0	0	1	1	PEG	GBR	0.48	0.122		0.019968	0.031			0.133332			0.07	0.048598				0.02932	0.052			0.025484
1901	Australia	AUS	193	3795	3838.735	16.28999	22.8507	504.56	0.131265	2.458333	-19.5129	81	98	93.5	251	2.88	3.217808	0.611382	3.9	0.578638	0.467679			0.415084	182.96	10.252				13.09478	76.19206	23.63977	0	0	1	1	PEG	GBR	-0.5	-0.032	0.131751	0.001937	0.0288			0.095891	0.03586	0.032722	-0.079	0.051031				0.032178	0.047	0.070633	0.096968	0.015368
1902	Australia	AUS	193	3850	3822.597	16.22045	23.0631	534.66	0.155405	2.625	-19.5222	77	85	93.7	257.1	2.88	3.347825	0.596098	4.8	0.59169	0.464439	22	7.8	0.415271	182.406	10.522				13.24261	73.62919	21.55686	0	0	1	1	PEG	GBR	-0.19	0.156	0.007723	0.004964	0.0288			-0.025	0.032722	0.033561	0.098	0.052823				0.033478	0.058	0.031405	0.038719	0.016882
1903	Australia	AUS	193	3896	4076.232	17.30962	23.5522	515.4	0.158879	2.666667	-24.6527	71	94	93	256.2	3.13	3.62	0.580813	8.5	0.59169	0.497428	24	8.6	0.415516	184.358	11.568				13.28688	75.29365	22.11294	0	0	1	1	PEG	GBR	0.44	0.219	0.008132	-0.01486	0.0313			-0.02564	0.033774	0.034663	0.159	0.051769				0.0362	0.06	0.038109	0.053527	0.008221
1904	Australia	AUS	193	3946	4294.729	18.24929	24.6377	539.48	0.116071	2.541667	3.5857	67	113	90.2	257.6	3.25	3.963792	0.557886	9.4	0.58734	0.478772	24	8.6	0.414639	182.28	11.85				12.63187	74.02293	22.93045	0	0	1	1	PEG	GBR	-0.73	0.075	-0.00438	0.013843	0.0325			-0.03947	0.035099	0.036541	0.022	0.051859				0.039638	0.053	0.016129	0.012453	0.023172
1905	Australia	AUS	193	4004	4281.968	18.19433	24.9941	534.66	0.105856	2.541667	29.8327	70	110	92.1	270.8	3.25	3.752433	0.550244	8.6	0.578638	0.491269	22	9	0.414881	178.254	12.124				11.93202	67.75246	23.55905	0	0	1	1	PEG	GBR	-0.12	0.146	0.023297	0.088576	0.0325			-0.0137	0.036995	0.037509	0.095	0.046575				0.037524	0.051	0.055578	0.053048	0.060538
1906	Australia	AUS	193	4062	4507.386	19.16598	24.2845	576.82	0.110647	2.583333	38.8158	81	135	100.5	292.8	3.25	3.462283	0.580813	6.6	0.574288	0.47075	24	10	0.414946	181.94	12.032				11.42886	63.63318	23.3898	0	0	1	1	PEG	GBR	1.43	0.102	0.093984	0.079544	0.0325			0.055555	0.038429	0.036407	0.058	0.041588				0.034623	0.044	0.083032	0.096032	0.056022
1907	Australia	AUS	193	4127	4616.428	19.63703	27.1731	647.86	0.133829	2.583333	41.7319	94	143	112.7	313.2	3.19	3.534867	0.626667	5.2	0.604742	0.412483	26	12	0.41197	194.662	11.838				11.47725	63.30636	22.12198	0	0	1	1	PEG	GBR	0.48	0.088	0.116444	-0.03257	0.0319			0.078948	0.037497	0.034753	0.046	0.040153				0.035349	0.042	0.075627	0.110438	-0.00034
1908	Australia	AUS	193	4197	4693.114	19.96881	25.6892	645.46	0.141791	2.666667	25.9683	91	127	111.9	324.2	3.19	3.589092	0.657236	3.4	0.630846	0.423596	30	13	0.414803	206.832	12.012				11.37123	65.55523	20.96176	0	0	1	1	PEG	GBR	-2.15	0.173	0.084543	0.051707	0.0319			0.04878	0.035763	0.0341	0.126	0.041741				0.035891	0.047	0.084434	0.103203	0.041803
1909	Australia	AUS	193	4278	4980.598	21.21567	25.2685	690	0.13089	2.708333	13.2355	93	128	113.2	337.6	3.13	3.71705	0.664878	3.3	0.648249	0.406307	28	15	0.413555	203.224	13.536				11.09027	61.66488	21.54294	0	0	1	1	PEG	GBR	-0.03	0.135	0.047268	0.025408	0.0313			0.011627	0.035641	0.035231	0.09	0.041284				0.03717	0.045	0.055452	0.066807	0.028354
1910	Australia	AUS	193	4375	5209.829	22.21425	25.438	750.22	0.130016	2.75	24.1821	109	147	130.2	368	3.13	3.771925	0.67252	3.3	0.678704	0.387713	32	26	0.41396	207.768	13.564				10.8163	57.10485	21.72001	0	0	1	1	PEG	GBR	0.87	0.067	0.049391	0.033997	0.0313			0.011494	0.037897	0.037467	0.025	0.040976				0.037719	0.042	0.047265	0.053362	0.032649
1911	Australia	AUS	193	4500	5103.778	21.74907	27.6266	823.68	0.143275	2.958333	16.0617	122	156	147.2	410.7	3.25	3.742467	0.718374	2.9	0.72221	0.258879	38	30	0.414656	231.588	14.23				10.60067	57.25574	19.08717	0	0	1	1	PEG	GBR	-0.25	0.107	0.108473	0.026224	0.0325			0.068182	0.040291	0.037719	0.062	0.042373				0.037425	0.045	0.090516	0.108156	0.029362
1912	Australia	AUS	193	4661	5098.477	21.72569	27.3037	883.88	0.168937	3.208333	-36.0315	142	155	150.9	435.2	3.38	4.234733	0.764228	2.4	0.778769	0.373647	42	34	0.414165	256.664	17.89				10.77456	59.45342	15.74594	0	0	1	1	PEG	GBR	0.71	0.086	0.103665	0.004787	0.0338			0.06383	0.039834	0.037444	0.036	0.048263				0.042347	0.05	0.076823	0.100015	0.019293
1913	Australia	AUS	193	4821	5156.814	21.98287	28.0439	965.78	0.183292	3.166667	-42.0521	145	154	143.4	440	3.3	4.549142	0.817724	5	0.813574	0.370718	44	36	0.413849	247.38	21.03				11.05528	55.85283	18.11718	0	0	1	1	PEG	GBR	0.75	0.089	0.108604	0.046712	0.033			0.07	0.038604	0.036078	0.038	0.049133				0.045491	0.051	0.086233	0.104687	0.039856
1914	Australia	AUS	193	4933	5026.759	21.41557	26.9714	1040.44	0.172454	3.333333	-22.4794			159.3	478.7	3.3	4.356092	0.833008	3.3	0.839678	0.381482	44	64	0.40967	252.826	22.17				10.79644	52.71118	17.62629	0	0	0	0	FLOAT	HYBRID		0.114	0.054305	0.034675	0.033			0.018691	0.035614	0.034961	0.059	0.051936				0.043561	0.055	0.056203	0.065558	0.033837
1915	Australia	AUS	193	4971	4896.6	20.85676	25.2199	1009.12	0.152745	3.708333	-82.6498	116	116	164	507.2	3.39286	4.75	0.855935	5.9	0.844029	0.443556	44	128	0.427269	256.814	22.708				10.44224	50.19899	17.53916	0	0	0	0	FLOAT	HYBRID		-0.035	0.061572	0.015299	0.03473			0.027523	0.034048	0.033136	-0.083	0.052345				0.0475	0.048	0.037589	0.043293	0.025015
1916	Australia	AUS	193	4955	4878.305	20.77903	25.0483	1166.88	0.124871	3.791667	-139.218	140	128	207.5	557.1	3.5	5.16	0.886504	3.5	0.870133	0.460578	62	162	0.425917	289.09	22.414				9.486	52.11665	21.23944	0	0	0	0	FLOAT	HYBRID		-0.034	0.069146	0.038685	0.035248			0.035714	0.033432	0.03228	-0.084	0.054585				0.0516	0.05	0.04581	0.050442	0.036967
1917	Australia	AUS	193	4950	4791.111	20.40808	21.6011	1230.7	0.116438	4.041667	-30.2684	138	173	245	613.9	3.607143	5.18	0.917073	3.3	0.926691	0.512035	68	174	0.424509	276.202	28.268				9.267641	45.86875	18.98684	0	0	0	0	FLOAT	HYBRID		0.155	0.067619	0.052007	0.036804			0.034483	0.033136	0.032032	0.095	0.054795				0.0518	0.06	0.069294	0.083813	0.044406
1918	Australia	AUS	193	5032	4601.55	19.58724	21.3702	1278.86	0.100753	4.333333	-58.8986	111	150	261.2	658.6	3.642857	5.07	0.985854	3.4	0.952795	0.61629	74	214	0.424438	320.696	39.91				8.481173	47.73743	22.58385	0	0	0	0	FLOAT	HYBRID		0.075	0.108689	0.012831	0.037322			0.075001	0.033689	0.031338	0.019	0.054956				0.0507	0.056	0.071431	0.102534	0.025076
1919	Australia	AUS	193	5193	4715.579	20.08815	22.6671	1378.82	0.121397	4.875	-135.104	173	214	277.4	727.8	3.642857	5.6	1.115773	3.6	1.070263	0.606288	90	194	0.457375	382.842	27.942				8.568251	53.55482	19.31912	0	0	0	0	FLOAT	HYBRID		0.187	0.165687	0.040327	0.037322			0.13178	0.033907	0.029959	0.126	0.054174				0.056	0.061	0.119905	0.169525	0.038824
1920	Australia	AUS	193	5358	4765.584	20.30798	22.7858	1508.86	0.164405	4.958333	46.4956	180	288	307.8	777.5	3.785714	6.28	1.260976	3.4	1.17903	0.612051	106	186	0.559412	350.508	28.556				8.795725	45.95223	20.44361	0	0	0	0	FLOAT	HYBRID	0	0.081	0.162259	0.02257	0.039395			0.130143	0.032115	0.028417	0.025	0.054634				0.0628	0.056	0.105225	0.150024	0.030983
1921	Australia	AUS	193	5461	4910.822	20.93875	24.1007	1664.2	0.175832	4.5	-288.443	298	254	301.1	814.9	3.875	7.05	1.322114	5.8	1.396563	0.59081	132	156	0.529755	412.77	26.804				8.760253	51.92794	23.88225	0	0	0	0	FLOAT	HYBRID	0	0.199	0.078502	0.095204	0.040847			0.048478	0.030024	0.028635	0.126	0.064831				0.0705	0.073	0.08854	0.100261	0.068026
1922	Australia	AUS	193	5574	5063.689	21.60403	23.9901	1659.4	0.187228	4.416667	-10.2156	188	248	296.9	838.3	3.916667	6.17	1.352683	6.1	1.461823	0.633672	128	142	0.452662	396.984	33.474				9.312047	48.32805	22.5379	0	0	0	0	FLOAT	HYBRID	0	0.213	0.053194	0.064739	0.040847			0.023122	0.030072	0.029392	0.148	0.05662				0.0617	0.065	0.070166	0.080343	0.052793
1923	Australia	AUS	193	5697	5192.031	22.16364	26.3609	1818.34	0.180795	4.416667	-136.205	240	232	302	891.3	3.958333	5.6	1.367968	5	1.466174	0.592318	128	150	0.435688	439.116	36.416				9.554502	49.82356	20.13502	0	0	0	0	FLOAT	HYBRID	0	0.162	0.041913	0.040929	0.041469			0.011303	0.030609	0.030267	0.102	0.054446				0.056	0.06	0.054478	0.06206	0.041199
1924	Australia	AUS	193	5819	5417.426	23.14643	29.2334	1889.4	0.184831	4.458333	-170.258	256	234	306.8	895.5	4	5.97	1.367968	4.7	1.522732	0.588273	130	150	0.44232	461.674	44.028				10.01031	52.16031	21.172	0	0	0	0	FLOAT	HYBRID	0	0.137	0.031655	0.036121	0.041469			0	0.031655	0.031655	0.076	0.056691				0.0597	0.061	0.045966	0.050028	0.038795
1925	Australia	AUS	193	5943	5553.088	23.73843	29.7612	2073.6	0.175378	4.5	-39.6186	266	322	303.9	922.7	4.041667	5.33	1.367968	6.3	1.548836	0.55302	136	164	0.414471	464.144	49.522				10.60485	50.47831	21.79195	0	0	1	1	PEG	HYBRID	0	0.177	0.032674	0.089922	0.042091			0	0.032674	0.032674	0.114	0.056553				0.0533	0.063	0.062257	0.06021	0.066007
1926	Australia	AUS	193	6064	5572.559	23.82335	29.5945	1997.8	0.183846	4.5	-151.157	274	288	315.9	969.2	4.041667	5.12	1.383252	4.9	1.622797	0.604521	140	164	0.412575	500.3	51.306				10.58525	51.57679	21.10379	0	0	1	1	PEG	HYBRID	0.2925	0.141	0.044399	0.041869	0.042091			0.01117	0.033229	0.032862	0.082	0.054529				0.0512	0.059	0.056304	0.064045	0.04198
1927	Australia	AUS	193	6188	5543.794	23.69784	30.356	2082	0.186235	4.583333	-251.93	298	266	311.1	997.1	4.041667	5.08	1.390895	4.2	1.627148	0.597108	152	178	0.414338	555.236	56.358				10.70527	55.80497	20.94109	0	0	1	1	PEG	HYBRID	-0.25167	0.124	0.03866	0.058115	0.042091			0.005523	0.033137	0.032955	0.065	0.055399				0.0508	0.059	0.052935	0.054461	0.050103
1928	Australia	AUS	193	6304	5451.777	23.29714	29.2924	2094.2	0.186314	4.625	-184.17	268	276	301.2	1032.4	4.041667	5.07	1.444391	6.2	1.657603	0.623232	148	170	0.415141	539.32	65.154				11.81363	52.47416	15.74231	0	0	1	1	PEG	HYBRID	0.38625	0.177	0.072408	0.04486	0.042091			0.038465	0.033943	0.032686	0.115	0.055605				0.0507	0.062	0.077396	0.094581	0.043476
1929	Australia	AUS	193	6396	5262.977	22.47862	28.0923	2061.6	0.178738	4.625	-181.194	260	278	302.3	1079.7	4.5	5.23	1.482602	6.7	1.644551	0.638435	150	168	0.436583	597.618	72.432				11.63797	55.43334	15.64658	0	0	1	1	PEG	HYBRID	0.708333	-0.053	0.059457	-0.01681	0.043439			0.026454	0.033003	0.032153	-0.101	0.053393				0.0523	0.048	0.031038	0.039967	0.013312
1930	Australia	AUS	193	6469	4708.301	20.08248	29.4631	1885.8	0.152618	4.25	-318.393	238	196	247.8	1026.7	5.22	5.84	1.215122	9.8	1.648901	0.702682	154	164	0.530713	632.534	77.214				12.40988	61.99417	16.11497	0	0	0	0	FLOAT	HYBRID	0	-0.296	-0.14845	-0.04433	0.043439			-0.18041	0.031966	0.039002	-0.339	0.065053				0.0584	0.043	-0.10498	-0.17046	-0.00045
1931	Australia	AUS	193	6527	4353.608	18.55607	23.6234	1549.8	0.136752	4.083333	-60.6884	124	180	241.8	996	5.88	6.94	1.046992	16.4	1.514031	0.898135	140	148	0.552345	583.194	74.712				12.94535	60.73887	17.96594	0	0	0	0	FLOAT	HYBRID	0	0.177	-0.09959	0.037957	0.042816			-0.13836	0.038774	0.045001	0.113	0.057502				0.0694	0.064	-0.01402	-0.05316	0.040387
1932	Australia	AUS	193	6579	4563.763	19.4589	23.2408	1457	0.098347	3.916667	48.65449	102	192	254.8	1060.5	4.17	5.25	1.001138	19.7	1.366108	0.98157	144	142	0.716986	554.588	72.67				12.10149	53.83335	15.40963	0	0	0	0	FLOAT	HYBRID	0	0.248	-0.00117	0.334449	0.032864			-0.04379	0.042618	0.04457	0.199	0.040867				0.0525	0.049	0.103077	0.044154	0.183656
1933	Australia	AUS	193	6631	4842.407	20.65636	25.0851	1522.2	0.105222	3.916667	6.014097	130	196	251.2	1063.6	3.35	4.32	0.962927	18.9	1.3139	0.952927	148	146	0.593316	552.526	70.346				11.9612	53.15633	16.76255	0	0	0	0	FLOAT	HYBRID	0	0.256	0.003909	0.058059	0.02768			-0.03817	0.042079	0.043748	0.211	0.037159				0.0432	0.045	0.05431	0.062329	0.04287
1934	Australia	AUS	193	6682	5059.862	21.59107	26.2182	1632.8	0.113569	3.916667	30.68284	136	228	286.3	1123.3	2.44	3.87	1.016423	16	1.300848	0.901475	148	158	0.500291	554.696	67.226				11.46102	50.36848	16.91581	0	0	0	0	FLOAT	HYBRID	0	0.232	0.100452	0.072372	0.025918			0.055552	0.0449	0.042537	0.191	0.034425				0.0387	0.041	0.098773	0.131431	0.049145
1935	Australia	AUS	193	6732	5317.588	22.69906	25.8	1724.4	0.139665	3.958333	-68.2685	166	208	297.2	1134.7	1.95	3.35	1.100488	14	1.322602	0.867318	154	160	0.512258	587.414	65.442				11.77146	52.81882	14.38239	0	0	0	0	FLOAT	HYBRID	0	0.101	0.126339	0.021961	0.023326			0.082712	0.043627	0.040295	0.062	0.036723				0.0335	0.039	0.082967	0.120725	0.022644
1936	Australia	AUS	193	6783	5515.848	23.55179	28.0165	1895.4	0.139771	4.083333	-43.8117	190	248	313.1	1155.5	1.75	3.58	1.138699	11	1.357407	0.797776	164	168	0.504947	607.232	64.024				11.59798	53.63899	15.29514	0	0	0	0	FLOAT	HYBRID	0	0.198	0.080052	0.036951	0.023326			0.034721	0.045331	0.04381	0.154	0.038128				0.0358	0.044	0.080178	0.10912	0.030139
1937	Australia	AUS	193	6841	5745.651	24.54136	28.7718	2067.6	0.145603	4.166667	35.85081	206	296	341.4	1225.6	1.75	3.88	1.176911	8.8	1.396563	0.735469	166	180	0.507732	609.006	63.516				10.96844	50.63446	16.4022	0	0	0	0	FLOAT	HYBRID	0	0.024	0.082234	-0.0122	0.023326			0.033556	0.048678	0.047098	-0.017	0.041709				0.0388	0.041	0.045982	0.068406	0.005565
1938	Australia	AUS	193	6904	5886.327	25.14783	29.1542	2236.2	0.161012	4.25	-98.0576	254	284	353.5	1281.7	1.75	3.84	1.199838	7.5	1.483576	0.686591	178	196	0.513415	670.722	63.594				10.87389	53.39412	14.3904	0	0	0	0	FLOAT	HYBRID	0	-0.005	0.068347	-0.01688	0.023326			0.019483	0.048864	0.04793	-0.051	0.048472				0.0384	0.046	0.034381	0.051193	0.003225
1939	Australia	AUS	193	6971	5845.561	24.97192	26.1641	2190.4	0.159428	4.375	-99.474	226	246	357.6	1294.7	1.75	3.91	1.230407	8.8	1.535784	0.71193	190	280	0.565963	694.962	66.498				10.8476	54.88486	14.7398	0	0	0	0	FLOAT	HYBRID		0.053	0.074485	0.020138	0.024156			0.025478	0.049007	0.047789	0.002	0.050898				0.0391	0.051	0.053241	0.06967	0.022147
1940	Australia	AUS	193	7042	6166.139	26.35542	24.345	2384.4	0.145455	4.625	-104.988	264	300	451.2	1400.2	1.58	3.3	1.260976	9	1.679356	0.677323	224	510	0.655394	718.172	67.062				10.35354	53.65884	15.49327	0	0	1	1	PEG	GBR		0.035	0.07316	0.119447	0.023326			0.024845	0.048315	0.047143	-0.017	0.052899				0.033	0.052	0.067565	0.065517	0.071386
